KF_ID,Match,Game,Round,Player 1,Character 1,Killed,Player 2,Character 2,Map,Level/Attack,,,,,,,,,
KF-1459,4,3,1,Fissure,Reinhardt,Killed,Hafficool,Mei,Hanamura,Fnatic Attack,,,,,,,,,
KF-1460,4,3,1,Rascal,Mei,Killed,budS,Tracer,Hanamura,Fnatic Attack,,,,,,,,,
KF-1461,4,3,1,EVERMORE,Roadhog,Killed,Vonethil,Lucio,Hanamura,Fnatic Attack,,,,,,,,,
KF-1462,4,3,2,Hafficool,D.Va,Killed,Rascal,Pharah,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1463,4,3,2,wakawaka,Tracer,Killed,custa,Ana,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1464,4,3,2,budS,Soldier:76,Killed,BlingOW,Lucio,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1465,4,3,2,-,-,Suicide,budS,Soldier:76,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1466,4,3,2,Fissure,Winston,Killed,Stoop,Reinhardt,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1467,4,3,2,Fissure,Winston,Killed,Hafficool,D.Va,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1468,4,3,2,-,-,Suicide,EVERMORE,D.Va,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1469,4,3,2,Fissure,Winston,Killed,Vonethil,Symmetra,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1470,4,3,2,Fissure,Winston,Killed,coolmatt69,Zarya,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1471,4,3,2,LuffyOW,Ana,Killed,Stoop,Reinhardt,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1472,4,3,2,Rascal,Zarya,Killed,coolmatt69,Roadhog,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1473,4,3,2,Hafficool,D.Va,Killed,Rascal,Zarya,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1474,4,3,2,Hafficool,D.Va,Killed,BlingOW,Lucio,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1475,4,3,2,budS,Soldier:76,Killed,Fissure,Winston,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1476,4,3,2,Hafficool,D.Va,Killed,wakawaka,Tracer,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1477,4,3,2,coolmatt69,Roadhog,Killed,BlingOW,Lucio,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1478,4,3,2,Fissure,Reinhardt,Killed,coolmatt69,Roadhog,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1479,4,3,2,BlingOW,Lucio,Killed,Hafficool,D.Va,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1480,4,3,2,Rascal,Zarya,Killed,Stoop,Reinhardt,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1481,4,3,2,Rascal,Zarya,Killed,custa,Ana,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1482,4,3,2,Fissure,Reinhardt,Killed,Vonethil,Lucio,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1483,4,3,2,EVERMORE,D.Va,Killed,coolmatt69,Tracer,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1484,4,3,2,Rascal,Zarya,Killed,Stoop,Reinhardt,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1485,4,3,2,EVERMORE,D.Va,Killed,budS,Soldier:76,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1486,4,3,2,Rascal,Zarya,Killed,coolmatt69,Tracer,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1487,4,3,2,Rascal,Zarya,Killed,Vonethil,Lucio,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1488,4,3,2,EVERMORE,D.Va,Killed,Hafficool,D.Va,Hanamura,KD Panthera Attack,,,,,,,,,
KF-1489,5,1,1,Hoon,Zarya,Killed,Carpe,Genji,Ilios,Ruins,,,,,,,,,
KF-1490,5,1,1,Alarm,Winston,Killed,Hoon,Zarya,Ilios,Ruins,,,,,,,,,
KF-1491,5,1,1,Prove,Ana,Killed,Nus,Ana,Ilios,Ruins,,,,,,,,,
KF-1492,5,1,1,AlphaOW,Reinhardt,Killed,Prove,Ana,Ilios,Ruins,,,,,,,,,
KF-1493,5,1,1,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Ilios,Ruins,,,,,,,,,
KF-1494,5,1,1,Carpe,Genji,Killed,Libero,D.Va,Ilios,Ruins,,,,,,,,,
KF-1495,5,1,1,Bernar,D.Va,Killed,Hoon,Zarya,Ilios,Ruins,,,,,,,,,
KF-1496,5,1,1,Twinkl,Lucio,Killed,Nus,Ana,Ilios,Ruins,,,,,,,,,
KF-1497,5,1,1,Carpe,Genji,Killed,Libero,Reaper,Ilios,Ruins,,,,,,,,,
KF-1498,5,1,1,Alarm,Winston,Killed,Hoon,Zarya,Ilios,Ruins,,,,,,,,,
KF-1499,5,1,1,Sayaplayer,Tracer,Killed,Prove,Ana,Ilios,Ruins,,,,,,,,,
KF-1500,5,1,1,Bunny.ow,Tracer,Killed,Kris,Lucio,Ilios,Ruins,,,,,,,,,
KF-1501,5,1,1,Bernar,D.Va,Killed,AlphaOW,Winston,Ilios,Ruins,,,,,,,,,
KF-1502,5,1,1,Hoon,Zarya,Killed,Alarm,Winston,Ilios,Ruins,,,,,,,,,
KF-1503,5,1,1,AlphaOW,Winston,Killed,Carpe,Genji,Ilios,Ruins,,,,,,,,,
KF-1504,5,1,1,Sayaplayer,Tracer,Killed,Prove,Ana,Ilios,Ruins,,,,,,,,,
KF-1505,5,1,1,Libero,Reaper,Killed,Twinkl,Lucio,Ilios,Ruins,,,,,,,,,
KF-1506,5,1,1,Sayaplayer,Tracer,Killed,Bernar,D.Va,Ilios,Ruins,,,,,,,,,
KF-1507,5,1,1,AlphaOW,Winston,Killed,Prove,Ana,Ilios,Ruins,,,,,,,,,
KF-1508,5,1,1,Sayaplayer,Tracer,Killed,Carpe,Genji,Ilios,Ruins,,,,,,,,,
KF-1509,5,1,1,Libero,Reaper,Killed,Alarm,Winston,Ilios,Ruins,,,,,,,,,
KF-1510,5,1,1,AlphaOW,Winston,Killed,Twinkl,Lucio,Ilios,Ruins,,,,,,,,,
KF-1511,5,1,1,Sayaplayer,Tracer,Killed,Bunny.ow,Tracer,Ilios,Ruins,,,,,,,,,
KF-1512,5,1,1,-,-,Suicide,Bernar,D.Va,Ilios,Ruins,,,,,,,,,
KF-1513,5,1,1,Libero,Reaper,Killed,Prove,Ana,Ilios,Ruins,,,,,,,,,
KF-1514,5,1,1,Kris,Lucio,Killed,Carpe,Genji,Ilios,Ruins,,,,,,,,,
KF-1515,5,1,1,Alarm,Winston,Killed,Nus,Ana,Ilios,Ruins,,,,,,,,,
KF-1516,5,1,1,Hoon,Zarya,Killed,Alarm,Winston,Ilios,Ruins,,,,,,,,,
KF-1517,5,1,1,Sayaplayer,Tracer,Killed,Bunny.ow,Tracer,Ilios,Ruins,,,,,,,,,
KF-1518,5,1,1,-,-,Suicide,Bernar,D.Va,Ilios,Ruins,,,,,,,,,
KF-1519,5,1,1,AlphaOW,Winston,Killed,Twinkl,Lucio,Ilios,Ruins,,,,,,,,,
KF-1520,5,1,1,Carpe,Genji,Killed,Nus,Ana,Ilios,Ruins,,,,,,,,,
KF-1521,5,1,1,Libero,Reaper,Killed,Carpe,Genji,Ilios,Ruins,,,,,,,,,
KF-1522,5,1,1,Bernar,D.Va,Killed,Sayaplayer,Tracer,Ilios,Ruins,,,,,,,,,
KF-1523,5,1,1,Bernar,D.Va,Killed,Libero,Reaper,Ilios,Ruins,,,,,,,,,
KF-1524,5,1,1,Alarm,Winston,Killed,AlphaOW,Winston,Ilios,Ruins,,,,,,,,,
KF-1525,5,1,1,Bunny.ow,Tracer,Killed,Hoon,Zarya,Ilios,Ruins,,,,,,,,,
KF-1526,5,1,1,Prove,Ana,Killed,Sayaplayer,Tracer,Ilios,Ruins,,,,,,,,,
KF-1527,5,1,1,Bunny.ow,Tracer,Killed,Nus,Ana,Ilios,Ruins,,,,,,,,,
KF-1528,5,1,1,Carpe,Genji,Killed,AlphaOW,Winston,Ilios,Ruins,,,,,,,,,
KF-1529,5,1,1,Libero,D.Va,Killed,Alarm,Winston,Ilios,Ruins,,,,,,,,,
KF-1530,5,1,1,Twinkl,Lucio,Killed,Kris,Lucio,Ilios,Ruins,,,,,,,,,
KF-1531,5,1,1,Prove,Ana,Killed,Hoon,Zarya,Ilios,Ruins,,,,,,,,,
KF-1532,5,1,1,Bernar,D.Va,Killed,Libero,D.Va,Ilios,Ruins,,,,,,,,,
KF-1533,5,1,2,Alarm,Reinhardt,Killed,AlphaOW,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1534,5,1,2,Libero,D.Va,Killed,Bunny.ow,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-1535,5,1,2,Nus,Ana,Killed,Prove,Ana,Ilios,Lighthouse,,,,,,,,,
KF-1536,5,1,2,Carpe,Soldier:76,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1537,5,1,2,Hoon,Zarya,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1538,5,1,2,Twinkl,Lucio,Killed,Hoon,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-1539,5,1,2,Kris,Lucio,Killed,Carpe,Soldier:76,Ilios,Lighthouse,,,,,,,,,
KF-1540,5,1,2,Bernar,D.Va,Killed,Libero,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-1541,5,1,2,Sayaplayer,Tracer,Killed,Twinkl,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1542,5,1,2,Bernar,D.Va,Killed,Kris,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1543,5,1,2,AlphaOW,Reinhardt,Killed,Bernar,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-1544,5,1,2,Sayaplayer,Tracer,Killed,Bunny.ow,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-1545,5,1,2,-,-,Suicide,Sayaplayer,Tracer,Ilios,Lighthouse,,,,,,,,,
KF-1546,5,1,2,AlphaOW,Reinhardt,Killed,Prove,Ana,Ilios,Lighthouse,,,,,,,,,
KF-1547,5,1,2,Carpe,Soldier:76,Killed,AlphaOW,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1548,5,1,2,Libero,D.Va,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1549,5,1,2,Hoon,Zarya,Killed,Twinkl,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1550,5,1,2,Libero,D.Va,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1551,5,1,2,Bernar,D.Va,Killed,AlphaOW,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1552,5,1,2,Libero,D.Va,Killed,Bunny.ow,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-1553,5,1,2,Sayaplayer,Tracer,Killed,Bernar,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-1554,5,1,2,Sayaplayer,Tracer,Killed,Twinkl,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1555,5,1,2,Sayaplayer,Tracer,Killed,Carpe,Soldier:76,Ilios,Lighthouse,,,,,,,,,
KF-1556,5,1,2,Sayaplayer,Tracer,Killed,Prove,Ana,Ilios,Lighthouse,,,,,,,,,
KF-1557,5,1,2,Hoon,Zarya,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1558,5,1,2,Bunny.ow,Tracer,Killed,Nus,Ana,Ilios,Lighthouse,,,,,,,,,
KF-1559,5,1,2,Alarm,Reinhardt,Killed,AlphaOW,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1560,5,1,2,Bunny.ow,Tracer,Killed,Hoon,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-1561,5,1,2,Carpe,D.Va,Killed,Kris,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1562,5,1,2,Bernar,Zarya,Killed,Sayaplayer,Tracer,Ilios,Lighthouse,,,,,,,,,
KF-1563,5,1,2,Alarm,Reinhardt,Killed,Libero,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-1564,5,1,2,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1565,5,1,2,Sayaplayer,Tracer,Killed,Prove,Ana,Ilios,Lighthouse,,,,,,,,,
KF-1566,5,1,2,Libero,D.Va,Killed,Bunny.ow,Tracer,Ilios,Lighthouse,,,,,,,,,
KF-1567,5,1,2,Libero,D.Va,Killed,Carpe,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-1568,5,1,2,Libero,D.Va,Killed,Twinkl,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-1569,5,1,2,Libero,D.Va,Killed,Bernar,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-1570,5,1,2,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-1571,5,1,3,Bunny.ow,Tracer,Killed,Sayaplayer,Tracer,Ilios,Well,,,,,,,,,
KF-1572,5,1,3,Libero,D.Va,Killed,Alarm,Reinhardt,Ilios,Well,,,,,,,,,
KF-1573,5,1,3,Bernar,D.Va,Killed,Nus,Ana,Ilios,Well,,,,,,,,,
KF-1574,5,1,3,Carpe,Genji,Killed,Hoon,Zarya,Ilios,Well,,,,,,,,,
KF-1575,5,1,3,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Ilios,Well,,,,,,,,,
KF-1576,5,1,3,Prove,Ana,Killed,Kris,Lucio,Ilios,Well,,,,,,,,,
KF-1577,5,1,3,-,-,Suicide,Bernar,D.Va,Ilios,Well,,,,,,,,,
KF-1578,5,1,3,AlphaOW,Winston,Killed,Prove,Ana,Ilios,Well,,,,,,,,,
KF-1579,5,1,3,Carpe,Genji,Killed,Nus,Ana,Ilios,Well,,,,,,,,,
KF-1580,5,1,3,Sayaplayer,Tracer,Killed,Bunny.ow,Tracer,Ilios,Well,,,,,,,,,
KF-1581,5,1,3,Kris,Lucio,Killed,Twinkl,Lucio,Ilios,Well,,,,,,,,,
KF-1582,5,1,3,Libero,D.Va,Killed,Carpe,Genji,Ilios,Well,,,,,,,,,
KF-1583,5,1,3,Sayaplayer,Tracer,Killed,Alarm,Winston,Ilios,Well,,,,,,,,,
KF-1584,5,1,3,-,-,Suicide,Bernar,D.Va,Ilios,Well,,,,,,,,,
KF-1585,5,1,3,Libero,D.Va,Killed,Twinkl,Lucio,Ilios,Well,,,,,,,,,
KF-1586,5,1,3,AlphaOW,Winston,Killed,Alarm,Winston,Ilios,Well,,,,,,,,,
KF-1587,5,1,3,-,-,Killed,Bernar,D.Va,Ilios,Well,,,,,,,,,
KF-1588,5,1,3,Libero,D.Va,Killed,Prove,Ana,Ilios,Well,,,,,,,,,
KF-1589,5,1,3,Hoon,Zarya,Killed,Carpe,Genji,Ilios,Well,,,,,,,,,
KF-1590,5,1,3,Nus,Ana,Killed,Alarm,Winston,Ilios,Well,,,,,,,,,
KF-1591,5,1,3,Hoon,Zarya,Killed,Twinkl,Lucio,Ilios,Well,,,,,,,,,
KF-1592,5,1,3,Bunny.ow,Tracer,Killed,Nus,Ana,Ilios,Well,,,,,,,,,
KF-1593,5,1,3,Bernar,D.Va,Killed,Kris,Lucio,Ilios,Well,,,,,,,,,
KF-1594,5,1,3,Libero,D.Va,Killed,Carpe,Genji,Ilios,Well,,,,,,,,,
KF-1595,5,1,3,Bernar,D.Va,Killed,Hoon,Zarya,Ilios,Well,,,,,,,,,
KF-1596,5,1,3,Sayaplayer,Tracer,Killed,Alarm,Winston,Ilios,Well,,,,,,,,,
KF-1597,5,1,3,Libero,D.Va,Killed,Prove,Ana,Ilios,Well,,,,,,,,,
KF-1598,5,1,3,Kris,Lucio,Killed,Bunny.ow,Tracer,Ilios,Well,,,,,,,,,
KF-1599,5,1,3,Alarm,Winston,Killed,Nus,Ana,Ilios,Well,,,,,,,,,
KF-1600,5,1,3,Sayaplayer,Tracer,Killed,Alarm,Winston,Ilios,Well,,,,,,,,,
KF-1601,5,1,3,Sayaplayer,Tracer,Killed,Bernar,D.Va,Ilios,Well,,,,,,,,,
KF-1602,5,1,3,AlphaOW,Winston,Killed,Carpe,Genji,Ilios,Well,,,,,,,,,
KF-1603,5,1,3,Bunny.ow,Tracer,Killed,Kris,Lucio,Ilios,Well,,,,,,,,,
KF-1604,5,1,3,Libero,D.Va,Killed,Bunny.ow,Tracer,Ilios,Well,,,,,,,,,
KF-1605,5,2,1,Sayaplayer,Roadhog,Killed,Bunny.ow,Tracer,Hollywood,BK Stars Attack,,,,,,,,,
KF-1606,5,2,1,Hoon,Zarya,Killed,Alarm,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1607,5,2,1,AlphaOW,Reinhardt,Killed,Bunny.ow,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1608,5,2,1,Prove,Ana,Killed,Sayaplayer,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1609,5,2,1,Nus,Ana,Killed,Alarm,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1610,5,2,1,Hoon,Zarya,Killed,Bunny.ow,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1611,5,2,1,Hoon,Zarya,Killed,Prove,Ana,Hollywood,BK Stars Attack,,,,,,,,,
KF-1612,5,2,1,Libero,D.Va,Killed,Carpe,Reaper,Hollywood,BK Stars Attack,,,,,,,,,
KF-1613,5,2,1,Hoon,Zarya,Killed,Bernar,D.Va,Hollywood,BK Stars Attack,,,,,,,,,
KF-1614,5,2,1,AlphaOW,Reinhardt,Killed,Twinkl,Lucio,Hollywood,BK Stars Attack,,,,,,,,,
KF-1615,5,2,1,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1616,5,2,1,Libero,D.Va,Killed,Carpe,Reaper,Hollywood,BK Stars Attack,,,,,,,,,
KF-1617,5,2,1,Kris,Lucio,Killed,Bunny.ow,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1618,5,2,1,Sayaplayer,Roadhog,Killed,Alarm,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1619,5,2,1,Carpe,Soldier:76,Killed,Sayaplayer,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1620,5,2,1,Libero,D.Va,Killed,Carpe,Soldier:76,Hollywood,BK Stars Attack,,,,,,,,,
KF-1621,5,2,1,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1622,5,2,1,Nus,Ana,Killed,Bunny.ow,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1623,5,2,1,Hoon,Zarya,Killed,Bunny.ow,Roadhog,Hollywood,BK Stars Attack,,,,,,,,,
KF-1624,5,2,1,Hoon,Zarya,Killed,Carpe,Soldier:76,Hollywood,BK Stars Attack,,,,,,,,,
KF-1625,5,2,1,Prove,Ana,Killed,AlphaOW,Reinhardt,Hollywood,BK Stars Attack,,,,,,,,,
KF-1626,5,2,1,Hoon,Zarya,Killed,Prove,Ana,Hollywood,BK Stars Attack,,,,,,,,,
KF-1627,5,2,2,Bunny.ow,Roadhog,Killed,AlphaOW,Reinhardt,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1628,5,2,2,Sayaplayer,Roadhog,Killed,Alarm,Reinhardt,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1629,5,2,2,Bunny.ow,Roadhog,Killed,Sayaplayer,Roadhog,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1630,5,2,2,Kris,Lucio,Killed,Bernar,Zarya,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1631,5,2,2,Hoon,Zarya,Killed,Bunny.ow,Roadhog,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1632,5,2,2,Nus,Ana,Killed,Twinkl,Lucio,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1633,5,2,2,Prove,Ana,Killed,Kris,Lucio,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1634,5,2,2,Carpe,Soldier:76,Killed,Hoon,Zarya,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1635,5,2,2,Hoon,Zarya,Killed,Carpe,Soldier:76,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1636,5,2,2,Nus,Ana,Killed,Prove,Ana,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1637,5,2,2,Libero,Hanzo,Killed,Alarm,Reinhardt,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1638,5,2,2,Libero,Hanzo,Killed,Bunny.ow,Tracer,Hollywood,Meta Athena Attack,,,,,,,,,
KF-1639,5,3,1,Bunny.ow,Tracer,Killed,Nus,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1640,5,3,1,Alarm,Winston,Killed,Kris,Lucio,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1641,5,3,1,Sayaplayer,Tracer,Killed,Alarm,Winston,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1642,5,3,1,Bunny.ow,Tracer,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1643,5,3,1,Libero,D.Va,Killed,Prove,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1644,5,3,1,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1645,5,3,1,Carpe,Genji,Killed,Sayaplayer,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1646,5,3,1,Bunny.ow,Tracer,Killed,Libero,D.Va,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1647,5,3,1,Libero,D.Va,Killed,Alarm,Winston,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1648,5,3,1,Bernar,Pharah,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1649,5,3,1,Hoon,Zarya,Killed,Bunny.ow,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1650,5,3,1,Nus,Ana,Killed,Bernar,Pharah,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1651,5,3,1,AlphaOW,Reinhardt,Killed,Carpe,Genji,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1652,5,3,1,Libero,D.Va,Killed,Prove,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1653,5,3,1,Sayaplayer,Tracer,Killed,Bunny.ow,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1654,5,3,1,AlphaOW,Reinhardt,Killed,Prove,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1655,5,3,1,Libero,D.Va,Killed,Bunny.ow,Reaper,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1656,5,3,1,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1657,5,3,1,AlphaOW,Reinhardt,Killed,Twinkl,Lucio,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1658,5,3,1,Hoon,Zarya,Killed,Carpe,Roadhog,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1659,5,3,1,Libero,D.Va,Killed,Bernar,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1660,5,3,1,Alarm,Reinhardt,Killed,Sayaplayer,McCree,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1661,5,3,1,Alarm,Reinhardt,Killed,Kris,Lucio,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1662,5,3,1,Hoon,Zarya,Killed,Carpe,Roadhog,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1663,5,3,1,Alarm,Reinhardt,Killed,Nus,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1664,5,3,1,Alarm,Reinhardt,Killed,AlphaOW,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1665,5,3,1,Alarm,Reinhardt,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1666,5,3,1,Sayaplayer,Tracer,Killed,Alarm,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1667,5,3,1,Hoon,Zarya,Killed,Prove,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1668,5,3,1,Carpe,Roadhog,Killed,Sayaplayer,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1669,5,3,1,Libero,D.Va,Killed,Bernar,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1670,5,3,1,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1671,5,3,1,Hoon,Zarya,Killed,Alarm,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1672,5,3,1,Carpe,Roadhog,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1673,5,3,1,Libero,D.Va,Killed,Bernar,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1674,5,3,1,Carpe,Roadhog,Killed,Sayaplayer,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1675,5,3,1,Libero,D.Va,Killed,Twinkl,Lucio,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1676,5,3,1,Bunny.ow,Tracer,Killed,Nus,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1677,5,3,1,AlphaOW,Reinhardt,Killed,Bunny.ow,Tracer,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1678,5,3,1,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1679,5,3,1,AlphaOW,Reinhardt,Killed,Bernar,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1680,5,3,1,AlphaOW,Reinhardt,Killed,Carpe,Roadhog,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1681,5,3,1,AlphaOW,Reinhardt,Killed,Alarm,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1682,5,3,1,Bernar,Zarya,Killed,Kris,Lucio,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1683,5,3,1,AlphaOW,Reinhardt,Killed,Prove,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1684,5,3,1,Bunny.ow,Tracer,Killed,Nus,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1685,5,3,1,Carpe,Roadhog,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1686,5,3,1,Bunny.ow,Tracer,Killed,AlphaOW,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1687,5,3,1,Sayaplayer,Tracer,Killed,Bernar,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1688,5,3,1,Libero,D.Va,Killed,Carpe,Roadhog,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1689,5,3,1,Bernar,Zarya,Killed,AlphaOW,Reinhardt,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1690,5,3,1,Bunny.ow,Tracer,Killed,Hoon,Zarya,Temple of Anubis,BK Stars Attack,,,,,,,,,
KF-1691,5,3,1,Carpe,McCree,Killed,Nus,Ana,Temple of Anubis,BK Stars Attack,,,,,,,,,
